title,year,poster,s1e1,s1e2,s1e3,s1e4,s1e5,s1e6,s1e7,s1e8,s1e9,s1e10,s1e11,s1e12,s1e13,s1e14,s1e15,s2e1,s2e2,s2e3,s2e4,s2e5,s2e6,s2e7,s2e8,s2e9,s2e10,s2e11,s2e12,s2e13,s2e14,s2e15,s3e1,s3e2,s3e3,s3e4,s3e5,s3e6,s3e7,s3e8,s3e9,s3e10,s3e11,s3e12,s3e13,s3e14,s3e15,s4e1,s4e2,s4e3,s4e4,s4e5,s4e6,s4e7,s4e8,s4e9,s4e10,s4e11,s4e12,s4e13,s4e14,s4e15,s5e1,s5e2,s5e3,s5e4,s5e5,s5e6,s5e7,s5e8,s5e9,s5e10,s5e11,s5e12,s5e13,s5e14,s5e15
Ben 10 : (Classic),2005,https://archive.org/download/ben_10_classic/poster.jpg,https://archive.org/download/ben_10_classic/Ben%2010%20Classic%20S01%20%E2%80%93%20E01%20%E2%80%93%20And%20Then%20There%20Were%2010.mkv,https://archive.org/download/ben_10_classic/Ben%2010%20Classic%20S01%20%E2%80%93%20E02%20%E2%80%93%20Washington%20B.C.mkv,https://archive.org/download/ben_10_classic/Ben%2010%20Classic%20S01%20%E2%80%93%20E03%20%E2%80%93%20The%20Krakken.mkv,https://archive.org/download/ben_10_classic/Ben%2010%20Classic%20S01%20%E2%80%93%20E04%20%E2%80%93%20Permanent%20Retirement.mkv,https://archive.org/download/ben_10_classic/Ben%2010%20Classic%20S01%20%E2%80%93%20E05%20%E2%80%93%20Hunted.mkv,https://archive.org/download/ben_10_classic/Ben%2010%20Classic%20S01%20%E2%80%93%20E06%20%E2%80%93%20Tourist%20Trap.mkv,https://archive.org/download/ben_10_classic/Ben%2010%20Classic%20S01%20%E2%80%93%20E07%20%E2%80%93%20Kevin%2011.mkv,https://archive.org/download/ben_10_classic/Ben%2010%20Classic%20S01%20%E2%80%93%20E08%20%E2%80%93%20The%20Alliance%20.mkv,https://archive.org/download/ben_10_classic/Ben%2010%20Classic%20S01%20%E2%80%93%20E09%20%E2%80%93%20Last%20Laugh.mkv,https://archive.org/download/ben_10_classic/Ben%2010%20Classic%20S01%20%E2%80%93%20E10%20%E2%80%93%20Lucky%20Girl.mkv,https://archive.org/download/ben_10_classic/Ben%2010%20Classic%20S01%20%E2%80%93%20E11%20%E2%80%93%20A%20Small%20Problem.mkv,https://archive.org/download/ben_10_classic/Ben%2010%20Classic%20S01%20%E2%80%93%20E12%20%E2%80%93%20Side%20Effects.mkv,https://archive.org/download/ben_10_classic/Ben%2010%20Classic%20S01%20%E2%80%93%20E13%20%E2%80%93%20Secrets.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
